ID,Class
7716,E
7717,M
7718,O
7719,T
7720,T
7721,S
7722,S
7723,P
7724,D
7725,S
7726,I
7727,S
7728,N
7729,S
7730,O
7731,i
7732,N
7733,E
7734,D
7735,N
7736,n
7737,S
7738,R
7739,G
7740,o
7741,D
7742,A
7743,A
7744,A
7745,A
7746,R
7747,C
7748,N
7749,N
7750,T
7751,R
7752,C
7753,T
7754,E
7755,N
7756,L
7757,I
7758,R
7759,A
7760,O
7761,i
7762,S
7763,a
7764,R
7765,I
7766,R
7767,L
7768,S
7769,A
7770,S
7771,N
7772,R
7773,N
7774,R
7775,S
7776,A
7777,n
7778,E
7779,o
7780,E
7781,A
7782,r
7783,0
7784,T
7785,3
7786,C
7787,O
7788,A
7789,O
7790,P
7791,l
7792,i
7793,t
7794,N
7795,A
7796,E
7797,N
7798,e
7799,O
7800,H
7801,I
7802,I
7803,R
7804,A
7805,I
7806,R
7807,E
7808,o
7809,D
7810,R
7811,O
7812,S
7813,E
7814,E
7815,O
7816,E
7817,E
7818,D
7819,D
7820,I
7821,F
7822,e
7823,r
7824,S
7825,R
7826,A
7827,r
7828,H
7829,R
7830,N
7831,P
7832,N
7833,S
7834,H
7835,H
7836,A
7837,R
7838,A
7839,S
7840,Y
7841,C
7842,H
7843,E
7844,R
7845,E
7846,I
7847,r
7848,S
7849,N
7850,r
7851,R
7852,A
7853,M
7854,E
7855,i
7856,T
7857,O
7858,O
7859,S
7860,L
7861,A
7862,t
7863,E
7864,R
7865,7
7866,N
7867,A
7868,a
7869,G
7870,O
7871,E
7872,G
7873,L
7874,A
7875,A
7876,E
7877,R
7878,A
7879,N
7880,N
7881,I
7882,I
7883,C
7884,a
7885,S
7886,A
7887,D
7888,S
7889,A
7890,R
7891,n
7892,E
7893,T
7894,S
7895,N
7896,I
7897,A
7898,A
7899,E
7900,e
7901,e
7902,E
7903,S
7904,N
7905,T
7906,O
7907,Y
7908,H
7909,I
7910,A
7911,K
7912,2
7913,n
7914,O
7915,C
7916,R
7917,T
7918,A
7919,L
7920,v
7921,O
7922,S
7923,H
7924,E
7925,S
7926,R
7927,Y
7928,L
7929,r
7930,O
7931,a
7932,E
7933,H
7934,r
7935,I
7936,a
7937,F
7938,N
7939,I
7940,T
7941,r
7942,H
7943,O
7944,I
7945,E
7946,R
7947,E
7948,R
7949,O
7950,T
7951,L
7952,A
7953,A
7954,I
7955,H
7956,I
7957,I
7958,I
7959,E
7960,I
7961,E
7962,N
7963,R
7964,C
7965,O
7966,I
7967,E
7968,S
7969,k
7970,S
7971,N
7972,A
7973,R
7974,i
7975,P
7976,A
7977,R
7978,R
7979,T
7980,E
7981,T
7982,r
7983,C
7984,T
7985,L
7986,r
7987,N
7988,e
7989,O
7990,I
7991,S
7992,A
7993,S
7994,C
7995,o
7996,O
7997,R
7998,N
7999,O
8000,N
8001,O
8002,S
8003,R
8004,e
8005,T
8006,T
8007,I
8008,T
8009,A
8010,I
8011,R
8012,G
8013,R
8014,I
8015,E
8016,L
8017,C
8018,r
8019,A
8020,T
8021,A
8022,I
8023,O
8024,H
8025,H
8026,O
8027,N
8028,O
8029,A
8030,a
8031,N
8032,C
8033,C
8034,i
8035,S
8036,M
8037,E
8038,T
8039,o
8040,d
8041,D
8042,A
8043,A
8044,R
8045,N
8046,N
8047,a
8048,S
8049,n
8050,O
8051,A
8052,t
8053,R
8054,H
8055,I
8056,N
8057,I
8058,I
8059,N
8060,A
8061,S
8062,R
8063,S
8064,R
8065,E
8066,O
8067,R
8068,l
8069,N
8070,N
8071,N
8072,I
8073,S
8074,E
8075,S
8076,o
8077,O
8078,R
8079,M
8080,S
8081,F
8082,S
8083,E
8084,N
8085,d
8086,R
8087,M
8088,r
8089,C
8090,R
8091,E
8092,T
8093,N
8094,E
8095,O
8096,r
8097,T
8098,A
8099,A
8100,S
8101,i
8102,I
8103,H
8104,I
8105,A
8106,S
8107,0
8108,L
8109,T
8110,A
8111,E
8112,i
8113,r
8114,E
8115,O
8116,L
8117,A
8118,N
8119,L
8120,A
8121,n
8122,R
8123,O
8124,I
8125,D
8126,0
8127,E
8128,I
8129,T
8130,L
8131,A
8132,i
8133,N
8134,H
8135,R
8136,C
8137,N
8138,t
8139,R
8140,O
8141,I
8142,P
8143,V
8144,T
8145,a
8146,R
8147,a
8148,o
8149,E
8150,C
8151,o
8152,T
8153,S
8154,n
8155,O
8156,i
8157,R
8158,I
8159,e
8160,N
8161,R
8162,s
8163,H
8164,S
8165,R
8166,R
8167,O
8168,o
8169,G
8170,O
8171,E
8172,I
8173,A
8174,S
8175,R
8176,T
8177,R
8178,A
8179,A
8180,T
8181,1
8182,O
8183,O
8184,E
8185,S
8186,E
8187,L
8188,A
8189,H
8190,e
8191,s
8192,i
8193,R
8194,R
8195,R
8196,E
8197,A
8198,S
8199,O
8200,A
8201,N
8202,T
8203,i
8204,i
8205,O
8206,N
8207,C
8208,e
8209,L
8210,e
8211,S
8212,o
8213,A
8214,T
8215,A
8216,N
8217,C
8218,E
8219,a
8220,K
8221,1
8222,N
8223,I
8224,I
8225,H
8226,N
8227,A
8228,E
8229,R
8230,s
8231,O
8232,T
8233,N
8234,E
8235,A
8236,I
8237,v
8238,H
8239,H
8240,O
8241,O
8242,R
8243,I
8244,e
8245,C
8246,I
8247,A
8248,V
8249,T
8250,A
8251,C
8252,M
8253,o
8254,O
8255,S
8256,N
8257,P
8258,I
8259,N
8260,N
8261,I
8262,O
8263,O
8264,A
8265,0
8266,N
8267,O
8268,N
8269,O
8270,A
8271,E
8272,N
8273,t
8274,o
8275,C
8276,R
8277,R
8278,A
8279,N
8280,L
8281,D
8282,R
8283,A
8284,A
8285,L
8286,S
8287,T
8288,L
8289,C
8290,E
8291,i
8292,E
8293,O
8294,O
8295,T
8296,r
8297,N
8298,O
8299,r
8300,R
8301,O
8302,I
8303,O
8304,N
8305,o
8306,V
8307,I
8308,i
8309,N
8310,C
8311,O
8312,O
8313,A
8314,7
8315,A
8316,E
8317,L
8318,R
8319,D
8320,I
8321,h
8322,E
8323,E
8324,E
8325,R
8326,T
8327,i
8328,L
8329,I
8330,E
8331,A
8332,t
8333,R
8334,N
8335,O
8336,O
8337,A
8338,O
8339,L
8340,R
8341,S
8342,a
8343,A
8344,C
8345,N
8346,S
8347,M
8348,O
8349,a
8350,I
8351,N
8352,O
8353,T
8354,E
8355,N
8356,I
8357,O
8358,O
8359,I
8360,r
8361,I
8362,e
8363,e
8364,O
8365,D
8366,i
8367,O
8368,N
8369,S
8370,E
8371,t
8372,i
8373,O
8374,N
8375,P
8376,L
8377,R
8378,A
8379,N
8380,N
8381,n
8382,P
8383,S
8384,S
8385,a
8386,S
8387,E
8388,E
8389,B
8390,R
8391,I
8392,D
8393,e
8394,N
8395,S
8396,P
8397,S
8398,M
8399,I
8400,A
8401,C
8402,N
8403,I
8404,E
8405,S
8406,N
8407,S
8408,I
8409,E
8410,N
8411,L
8412,H
8413,A
8414,T
8415,A
8416,N
8417,E
8418,I
8419,M
8420,R
8421,N
8422,M
8423,H
8424,N
8425,O
8426,e
8427,L
8428,E
8429,D
8430,O
8431,T
8432,A
8433,H
8434,N
8435,O
8436,A
8437,I
8438,O
8439,A
8440,O
8441,A
8442,H
8443,R
8444,S
8445,t
8446,z
8447,R
8448,L
8449,I
8450,D
8451,I
8452,U
8453,R
8454,I
8455,I
8456,o
8457,P
8458,w
8459,i
8460,E
8461,A
8462,O
8463,E
8464,L
8465,T
8466,a
8467,R
8468,L
8469,F
8470,C
8471,I
8472,C
8473,S
8474,R
8475,G
8476,S
8477,E
8478,T
8479,R
8480,T
8481,D
8482,P
8483,R
8484,C
8485,E
8486,E
8487,D
8488,S
8489,e
8490,A
8491,E
8492,O
8493,R
8494,S
8495,L
8496,S
8497,n
8498,E
8499,I
8500,L
8501,N
8502,A
8503,e
8504,A
8505,E
8506,T
8507,S
8508,N
8509,I
8510,N
8511,N
8512,N
8513,G
8514,E
8515,O
8516,s
8517,I
8518,g
8519,o
8520,n
8521,A
8522,T
8523,R
8524,t
8525,N
8526,s
8527,O
8528,D
8529,I
8530,R
8531,P
8532,N
8533,e
8534,N
8535,O
8536,U
8537,2
8538,A
8539,Z
8540,E
8541,N
8542,D
8543,i
8544,M
8545,E
8546,Y
8547,L
8548,T
8549,C
8550,S
8551,A
8552,O
8553,O
8554,R
8555,E
8556,S
8557,O
8558,R
8559,C
8560,1
8561,Y
8562,O
8563,S
8564,A
8565,R
8566,I
8567,I
8568,A
8569,I
8570,I
8571,E
8572,E
8573,S
8574,D
8575,A
8576,O
8577,O
8578,R
8579,A
8580,I
8581,I
8582,e
8583,O
8584,H
8585,T
8586,N
8587,e
8588,I
8589,R
8590,5
8591,I
8592,R
8593,I
8594,E
8595,r
8596,M
8597,A
8598,S
8599,I
8600,N
8601,L
8602,E
8603,J
8604,T
8605,E
8606,A
8607,o
8608,E
8609,l
8610,A
8611,O
8612,I
8613,A
8614,S
8615,S
8616,R
8617,R
8618,R
8619,a
8620,O
8621,R
8622,e
8623,i
8624,0
8625,E
8626,N
8627,E
8628,a
8629,A
8630,E
8631,I
8632,O
8633,S
8634,N
8635,A
8636,I
8637,C
8638,T
8639,A
8640,V
8641,S
8642,A
8643,N
8644,M
8645,O
8646,0
8647,e
8648,O
8649,N
8650,I
8651,N
8652,r
8653,E
8654,R
8655,S
8656,N
8657,I
8658,R
8659,W
8660,i
8661,A
8662,1
8663,I
8664,E
8665,A
8666,R
8667,E
8668,O
8669,D
8670,s
8671,N
8672,R
8673,E
8674,O
8675,T
8676,a
8677,R
8678,T
8679,9
8680,r
8681,I
8682,A
8683,E
8684,O
8685,C
8686,R
8687,C
8688,A
8689,S
8690,E
8691,S
8692,r
8693,D
8694,I
8695,N
8696,R
8697,O
8698,E
8699,I
8700,D
8701,E
8702,P
8703,A
8704,T
8705,7
8706,s
8707,T
8708,P
8709,T
8710,V
8711,E
8712,E
8713,I
8714,R
8715,I
8716,S
8717,L
8718,A
8719,R
8720,O
8721,R
8722,A
8723,W
8724,l
8725,V
8726,R
8727,I
8728,N
8729,S
8730,N
8731,O
8732,r
8733,D
8734,R
8735,P
8736,a
8737,A
8738,R
8739,L
8740,N
8741,I
8742,o
8743,r
8744,V
8745,T
8746,R
8747,D
8748,a
8749,D
8750,E
8751,2
8752,P
8753,g
8754,a
8755,N
8756,T
8757,I
8758,R
8759,P
8760,R
8761,O
8762,A
8763,N
8764,D
8765,A
8766,U
8767,e
8768,L
8769,E
8770,E
8771,P
8772,H
8773,S
8774,e
8775,A
8776,A
8777,A
8778,R
8779,O
8780,N
8781,N
8782,o
8783,T
8784,C
8785,n
8786,L
8787,O
8788,H
8789,E
8790,T
8791,C
8792,O
8793,N
8794,O
8795,m
8796,O
8797,E
8798,N
8799,m
8800,E
8801,R
8802,T
8803,A
8804,a
8805,N
8806,S
8807,I
8808,A
8809,O
8810,E
8811,R
8812,R
8813,A
8814,O
8815,S
8816,n
8817,O
8818,O
8819,e
8820,L
8821,w
8822,A
8823,E
8824,T
8825,C
8826,S
8827,R
8828,A
8829,E
8830,R
8831,N
8832,O
8833,T
8834,N
8835,N
8836,A
8837,P
8838,A
8839,A
8840,e
8841,y
8842,S
8843,R
8844,N
8845,P
8846,E
8847,E
8848,I
8849,A
8850,S
8851,E
8852,O
8853,R
8854,O
8855,a
8856,A
8857,E
8858,A
8859,R
8860,A
8861,D
8862,d
8863,L
8864,q
8865,C
8866,N
8867,O
8868,L
8869,i
8870,E
8871,D
8872,E
8873,H
8874,L
8875,E
8876,F
8877,E
8878,R
8879,I
8880,T
8881,N
8882,G
8883,a
8884,A
8885,O
8886,Y
8887,S
8888,P
8889,N
8890,T
8891,R
8892,O
8893,C
8894,n
8895,A
8896,A
8897,T
8898,A
8899,A
8900,e
8901,e
8902,C
8903,R
8904,O
8905,0
8906,A
8907,P
8908,O
8909,I
8910,T
8911,N
8912,R
8913,E
8914,E
8915,R
8916,E
8917,e
8918,A
8919,Y
8920,O
8921,C
8922,N
8923,I
8924,L
8925,S
8926,O
8927,V
8928,L
8929,2
8930,R
8931,M
8932,A
8933,L
8934,r
8935,R
8936,E
8937,i
8938,O
8939,N
8940,O
8941,B
8942,S
8943,E
8944,N
8945,I
8946,R
8947,E
8948,T
8949,R
8950,T
8951,E
8952,C
8953,r
8954,e
8955,I
8956,a
8957,N
8958,r
8959,C
8960,P
8961,E
8962,M
8963,a
8964,T
8965,N
8966,T
8967,S
8968,P
8969,i
8970,e
8971,O
8972,o
8973,A
8974,I
8975,A
8976,C
8977,A
8978,T
8979,n
8980,O
8981,3
8982,W
8983,e
8984,S
8985,S
8986,S
8987,R
8988,N
8989,n
8990,R
8991,A
8992,R
8993,i
8994,R
8995,A
8996,n
8997,y
8998,A
8999,A
9000,E
9001,N
9002,A
9003,O
9004,V
9005,A
9006,R
9007,C
9008,I
9009,O
9010,A
9011,O
9012,P
9013,o
9014,O
9015,t
9016,R
9017,l
9018,O
9019,P
9020,I
9021,T
9022,R
9023,A
9024,S
9025,A
9026,e
9027,A
9028,A
9029,r
9030,D
9031,A
9032,N
9033,I
9034,H
9035,S
9036,0
9037,R
9038,L
9039,N
9040,N
9041,M
9042,E
9043,L
9044,I
9045,J
9046,I
9047,N
9048,r
9049,S
9050,e
9051,2
9052,E
9053,N
9054,N
9055,A
9056,e
9057,O
9058,I
9059,S
9060,S
9061,T
9062,R
9063,l
9064,S
9065,C
9066,A
9067,T
9068,L
9069,O
9070,E
9071,T
9072,R
9073,O
9074,9
9075,E
9076,e
9077,V
9078,r
